id,context,question,answers,label
train_4080,"The vision test for obtaining a driver' s license should not be limited to measuring the adequacy of vision in daylight conditions, as is the current practice. Many people whose daylight vision is adequate have night vision that is inadequate for safe night driving. Most car accidents occur at night, and inadequate vision plays a role in 80 percent of these accidents.",The main point of the argument is that,"['inadequate vision is the primary factor in the majority of car accidents that occur at night', ""the vision test for obtaining a driver's license should measure the adequacy of vision in night conditions"", 'inadequate vision does not play a role in most of the accidents that occur in daylight', ""the current vision test for obtaining a driver's license ensures that most licensed drivers have adequate vision for night driving""]",1
train_4081,"Brown dwarfs -- dim red stars that are too cool to burn hydrogen -- are very similar in appearance to red dwarf stars, which are just hot enough to burn hydrogen. Stars, when first formed, contain substantial amounts of the element lithium. All stars but the coolest of the brown dwarfs are hot enough to destroy lithium completely by converting it to helium. Accordingly, any star found that contains no lithium is not one of these coolest brown dwarfs.",The argument depends on assuming which one of the following?,"['Most stars that are too cool to burn hydrogen are too cool to destroy lithium completely.', 'No stars are more similar in appearance to red dwarfs than are brown dwarfs.', 'Most stars, when first formed, contain roughly the same percentage of lithium.', 'None of the coolest brown dwarfs has ever been hot enough to destroy lithium.']",3
train_4082,"Three-year-old Sara and her playmate Michael are both ill and have the same symptoms. Since they play together every afternoon, Sara probably has the same illness as Michael does. Since Michael definitely does not have a streptococcal infection, despite his having some symptoms of one, the illness that Sara has is definitely not a streptococcal infection either.",The reasoning in the argument is flawed because the argument,"['fails to distinguish between acute streptococcal infections on the one hand, and less severe streptococcal infections on the other', 'presupposes what it sets out to prove', 'mistakes the cause of a particular phenomenon for the effect of that phenomenon', 'treats evidence that the conclusion is probably true as if that evidence establishes the certainty of the conclusion']",3
train_4083,"Some credit card companies allow cardholders to skip payments for up to six months under certain circumstances, but it is almost never in a cardholder' s interest to do so. Finance charges accumulate during the skipped-payment period, and the cost to the cardholder is much greater in the long run.",Which one of the following arguments illustrates a principle most similar to the principle underlying the argument above?,"['It is better to invest in a used piece of equipment than to purchase a new one. Although used equipment requires more repairs and is sometimes more costly in the long run, buying a new machine requires a far greater initial outlay of capital.', 'Sports cars are impractical for most drivers. While there is undoubtedly a certain thrill associated with driving these cars, their small size makes them incapable of transporting any but the smallest amounts of cargo.', 'It is unwise to use highway maintenance funds for construction of new roads. There is some immediate benefit from new roads, but if these funds are not used for maintenance, the total maintenance cost will be greater in the long run.', 'Although insecticides are effective in ridding the environment of insect pests, they often kill beneficial insects at the same time. Since these beneficial insects are so important, we must find other ways to combat insect pests.']",2
train_4084,"Adam: Marking road edges with reflecting posts gives drivers a clear view of the edges, thereby enabling them to drive more safely. Ttherefore, marking road edges with reflecting posts will decrease the annual number of road accidents. Aiesha: You seem to forget that drivers exceed the speed limit more frequently and drive close to the road edge more frequently on roads that are marked with reflecting posts than on similar roads without posts, and those are driving behaviors that cause road accidents.",Aiesha responds to Adam's argument by,"[""raising a consideration that challenges the argument's assumption that facilitating safe driving will result in safer driving"", 'providing additional evidence to undermine the claim that safer driving does not necessarily reduce the number of road accidents', ""questioning Adam's assertion that reflecting posts give drivers a clear view of road edges"", 'presenting a possible alternative method for decreasing road accidents']",0
train_4085,"Ana: On libertarian principles, I oppose the proposed smoking ban. It is not the government' s business to prevent people from doing things that harm only themselves. Pankaj: But keep in mind that the ban would apply only to smoking in public places. People could still smoke all they want in private.",The dialogue provides the most support for the claim that Ana and Pankaj disagree over whether,"['government should be restrained by libertarian principles', 'the proposed smoking ban is intended to prevent harm only to smokers themselves', 'the proposed ban would prohibit smoking in public places', 'there are cases in which government should attempt to regulate private behavior']",1
train_4086,"Zookeeper: Big cats are undoubtedly among the smartest land mammals. Lions, tigers, and jaguars immediately adjust to their new surroundings. Other animals refuse to eat or drink in captivity, but the big cats relish their timely prepared meals. Big cats never attempt to escape their enclosures.","Which one of the following, if true, most weakens the zookeeper's argument?","[""Big cats don't attempt to escape because they can't figure out their enclosures' weak spots."", 'No qualified expert believes that adjusting to captivity is a measure of intelligence.', 'Bears also do not have any trouble adjusting to captivity.', 'A recent study comparing the brain scans of large mammals revealed that big cats exhibit the most brain activity when stimulated.']",1
train_4087,"The average life expectancy of people who drink alcohol heavily is lower than that of people who do not drink heavily, and people who smoke tobacco have lower life expectancies on average than those who refrain from smoking. Yet the average life expectancy of people who both drink heavily and smoke tends to decrease when such people give up drinking.",Which one of the following most helps to reconcile the discrepancy described above?,"['Most heavy drinkers who are also smokers tend to smoke more heavily if they stop drinking.', 'The life expectancy of smokers who stop smoking increases, even if they have smoked for many years.', 'Most heavy smokers who are not heavy drinkers tend to gain weight if they stop smoking.', 'The average life expectancy of relatively light smokers is lower than that of people who have never smoked at all.']",0
train_4088,"Normal full-term babies are all born with certain instinctive reflexes that disappear by the age of two months. Because this three-month-old baby exhibits these reflexes, this baby is not a normal full-term baby.",Which one of the following has a logical structure most like that of the argument above?,"['Because opossums have abdominal pouches and this animal lacks any such pouch, this animal is not an opossum.', 'Because some types of trees shed their leaves annually and this tree has not shed its leaves, it is not normal.', 'Because no ape can talk and Suzy is an ape, Suzy cannot talk.', 'Because carbon dioxide turns limewater milky and this gas is oxygen, it will not turn limewater milky.']",0
train_4089,"Police captain: The chief of police has indicated that gifts of cash or objects valued at more than $100 count as graft. However, I know with certainty that no officer in my precinct has ever taken such gifts, so the recent accusations of graft in my precinct are unfounded.",The reasoning in the police captain's argument is most vulnerable to criticism on the grounds that the argument,"['fails to consider that there may be other instances of graft besides those indicated by the chief of police', 'relies on a premise that contradicts the conclusion drawn in the argument', 'bases a claim about the actions of individuals on an appeal to the character of those individuals', 'takes for granted that if the accusations of graft are unfounded, so is any accusation of corruption']",0
train_4090,"Cardiologist: Coronary bypass surgery is commonly performed on patients suffering from coronary artery disease when certain other therapies would be as effective. Besides being relatively inexpensive, these other therapies pose less risk to the patient since they are less intrusive. Bypass surgery is especially debatable for single-vessel disease.","The cardiologist's statements, if true, most strongly support which one of the following?","['Needless bypass surgery is more common today than previously.', 'Sometimes there are equally effective alternatives to bypass surgery that involve less risk.', 'Bypass surgery should be performed when more than one vessel is diseased.', 'Bypass surgery is riskier than all alternative therapies.']",1
train_4091,"Learning how to build a nest plays an important part in the breeding success of birds. For example, Dr. Snow has recorded the success of a number of blackbirds in several successive years. He finds that birds nesting for the first time are less successful in breeding than are older birds, and also less successful than they themselves are a year later. This cannot be a mere matter of size and strength, since blackbirds, like the great majority of birds, are fully grown when they leave the nest. It is difficult to avoid the conclusion that they benefit by their nesting experience.","Which one of the following, if true, would most weaken the argument?","['Up to 25 percent of all birds are killed by predators before they start to nest.', 'The breeding success of birds nesting for the second time is greater than that of birds nesting for the first time.', 'Blackbirds build better nests than other birds.', 'The capacity of blackbirds to lay viable eggs increases with each successive trial during the first few years of reproduction.']",3
train_4092,"In Borania many people who want to quit smoking wear nicotine skin patches, which deliver small doses of nicotine through the skin. Beginning next month, these patches can be purchased without a doctor' s prescription. Although nonprescription patches will be no more effective than those obtained by prescription and will be equally expensive, patch manufacturers are nevertheless predicting that the patches' new nonprescription status will boost sales, which have slowed considerably in recent years.","Which of the following, if true in Borania, most strongly supports the manufacturers' prediction?","['Several nonprescription aids aimed at helping people to quit smoking have been widely available for a number of years.', 'Many smokers who want to quit smoking feel that they cannot afford to visit a doctor for a prescription.', 'Most people who wanted to quit smoking and who found the nicotine skin patch helpful in quitting have quit.', 'People who use nicotine skin patches have approximately the same rate of success in quitting smoking as do people who use other aids aimed at helping people to quit smoking.']",1
train_4093,"Last summer, after a number of people got sick from eating locally caught anchovies, the coastal city of San Martin advised against eating such anchovies. The anchovies were apparently tainted with domoic acid, a harmful neurotoxin. However, a dramatic drop in the population of P. australis plankton to numbers more normal for local coastal waters indicates that it is once again safe to eat locally caught anchovies.","Which one of the following, if true, would most help to explain why it is now safe to lift the advisory?","['Scientists have used P. australis plankton to obtain domoic acid in the laboratory.', 'A sharp decline in the population of P. australis is typically mirrored by a corresponding drop in the local anchovy population.', 'P. australis naturally produces domoic acid, though anchovies consume enough to become toxic only when the population of P. australis is extraordinarily large.', 'P. australis cannot survive in large numbers in seawater that does not contain significant quantities of domoic acid along with numerous other compounds.']",2
train_4094,"Recently ApexCo has begun drilling off the coast of Mycondia. In this time, the number of animals that end up on the beach, coated in oil and other industrial by-products, has increased dramatically. Nonetheless, no Peterson's loggerhead turtles, a tortoise common in the waters off the coast of Mycondia, have washed upon shore. ApexCo's public relations claim that while some of the by-products are clearly harmful to aquatic life, the lack of Peterson's loggerhead turtles that are washed ashore suggest that not all the aquatic life there is adversely affected.","Which of the following, if true, casts the most doubt on the argument employed by ApexCo's public relations firm?","['ApexCo has also drilled off the coast of Sylvania, which witnessed many of its local aquatic life washing ashore.', ""The Peterson's loggerhead turtle has never been seen washed upon the shores of Mycondia."", 'Sea otters are the most common beached animals, followed by dolphins.', 'There have been no reports of beached cephalopods, which are common in the waters of the coast of Mycondia.']",1
train_4095,"There is no reason why the work of scientists has to be officially confirmed before being published. There is a system in place for the confirmation or disconfirmation of scientific findings, namely, the replication of results by other scientists. Poor scientific work on the part of any one scientist, which can include anything from careless reporting practices to fraud, is not harmful. It will be exposed and rendered harmless when other scientists conduct the experiments and obtain disconfirmatory results.","Which one of the following, if true, would weaken the argument?","['Most scientists work as part of a team rather than alone.', 'In scientific experiments, careless reporting is more common than fraud.', 'Most scientists are under pressure to make their work accessible to the scrutiny of replication.', 'Scientific experiments can go unchallenged for many years before they are replicated.']",3
train_4096,"The proper way to plan a scientific project is first to decide its goal and then to plan the best way to accomplish that goal. The United States space station project does not conform to this ideal. When the Cold War ended, the project lost its original purpose, so another purpose was quickly grafted onto the project, that of conducting limited-gravity experiments, even though such experiments can be done in an alternative way. It is, ttherefore, abundantly clear that the space station should not be built.",The reasoning in the argument is flawed because the argument,"['attacks the proponents of a claim rather than arguing against the claim itself', 'faults planners for not foreseeing a certain event, when in fact that event was not foreseeable', 'concludes that a shortcoming is fatal, having produced evidence only of the existence of that shortcoming', 'contains statements that lead to a self-contradiction']",2
train_4097,"In a recession, a decrease in consumer spending causes many businesses to lay off workers or even to close. Workers who lose their jobs in a recession usually cannot find new jobs. The result is an increase in the number of people who are jobless. Recovery from a recession is defined by an increase in consumer spending and an expansion of business activity that creates a need for additional workers. But businesspeople generally have little confidence in the economy after a recession and ttherefore delay hiring additional workers as long as possible.","The statements above, if true, provide most support for which one of the following conclusions?","['Sometimes recovery from a recession does not promptly result in a decrease in the number of people who are jobless.', 'Governmental intervention is required in order for an economy to recover from a recession.', 'Employees of businesses that close during a recession make up the majority of the workers who lose their jobs during that recession.', 'Workers who lose their jobs during a recession are likely to get equally good jobs when the economy recovers.']",0
train_4098,"Often, a product popularly believed to be the best of its type is no better than any other; rather, the product' s reputation, which may be independent of its quality, provides its owner with status. Thus, although there is no harm in paying for status if that is what one wants, one should know that one is paying for prestige, not quality.",Which one of the following arguments is most similar in its reasoning to the argument above?,"['Many theatrical actors cannot enjoy watching a play because when they watch others, they yearn to be on stage themselves. Thus, although there is no harm in yearning to perform, such performers should, for their own sakes, learn to suppress that yearning.', 'Those beginning a new hobby sometimes quit it because of the frustrations involved in learning a new skill. Thus, although it is fine to try to learn a skill quickly, one is more likely to learn a skill if one first learns to enjoy the process of acquiring it.', 'Personal charm is often confused with virtue. Thus, while there is nothing wrong with befriending a charming person, anyone who does so should realize that a charming friend is not necessarily a good and loyal friend.', ""Most people have little tolerance for boastfulness. Thus, although one's friends may react positively when hearing the details of one's accomplishments, it is unlikely that their reactions are entirely honest.""]",2
train_4099,"Deer mice normally do not travel far from their nests, and deer mice that are moved more than half a kilometer from their nests generally never find their way back. Yet in one case, when researchers camped near a deer mouse nest and observed a young deer mouse for several weeks before moving it to an area over two kilometers away, the deer mouse found its way back to its nest near their camp in less than two days.","Which one of the following, if true, most helps to explain how the deer mouse might have found its way back to its nest?","['The area to which the deer mouse was moved was dryer and more rocky than the area in which its nest was located.', 'Animals that prey on deer mice were common in the area to which the deer mouse was moved.', 'The researchers had moved the deer mouse in a small dark box, keeping the mouse calm before it was released.', 'The researchers released the deer mouse in a flat area across which their campfire smoke drifted.']",3
train_4100,"Books about architectural works, unless they are not intended for a general audience, ought to include discussions of both the utility and the aesthetic appeal of each of the buildings they consider. If they do not, they are flawed. Morton' s book on Italian Baroque palaces describes these palaces' functional aspects, but fails to mention that the main hall of a palace he discusses at length has a ceiling that is one of the truly breathtaking masterpieces of Western art.","If the statements above are true, it would be necessary to establish which one of the following in order to conclude that Morton's book is flawed?","[""Morton's description of the palaces' utility is inaccurate."", ""The passage discussing the palace plays a very important role in helping to establish the overall argument of Morton's book."", ""Morton's book is intended for a general audience."", ""The palace discussed at length is one of the most aesthetically important of those treated in Morton's book.""]",2
train_4101,"Scientists once believed that the oversized head, long hind legs, and tiny forelimbs that characterized Tyrannosaurus rex developed in order to accommodate the great size and weight of this prehistoric predator. However, this belief must now be abandoned. The nearly complete skeleton of an earlier dinosaur has recently been discovered. This specimen had the characteristic T. rex features but was one-fifth the size and one-hundredth the weight.",The answer to which one of the following questions would most help in evaluating the argument?,"['Was the ratio of the head size of the recently discovered dinosaur to its body size the same as that for T. rex?', 'At what stage in its life did the recently discovered dinosaur die?', 'Did the recently discovered dinosaur prey on species as large as those that T. rex preyed on?', 'Was T. rex the largest and heaviest prehistoric predator?']",1
train_4102,"Water vapor evaporated from the ocean contains a greater proportion of oxygen-16 and a smaller proportion of the heavier oxygen-18 than does seawater. Normally, this phenomenon has no effect on the overall composition of the ocean, because evaporated seawater returns to the ocean through precipitation. During an ice age, however, a large amount of precipitation falls on ice caps, where it is trapped as ice.",Which one of the following conclusions about a typical ice age is most strongly supported by the statements above?,"['The proportions of oxygen-16 and oxygen-18 are the same in vapor from seawater as in the seawater itself.', 'The concentration of oxygen-18 in seawater is increased.', ""During the ice age, more of the Earth's precipitation falls over land than falls over the ocean."", 'The composition of seawater changes more slowly than it does in interglacial periods.']",1
train_4103,"The Blackridge Company, a software retailer, recently implemented a service offering free telephone support for its customers. After 3 months of service, the average length of a technical support call was 15 minutes, 3 minutes higher than the company's target length of 12 minutes. After studying the operations of the new telephone support division, the company discovered that customer support agents were putting customers on hold for an average of 4 minutes per call while these agents researched possible solutions to the technical issues at hand.","From the passage above, it can be inferred that the Blackridge Company could reduce the average length of its customer support calls by doing which of the following, assuming that each is a realistic possibility?","['Providing an online support service in addition to the telephone support service', 'Expanding the hours of operation of its telephone support service', 'Improving the quality of its software products', 'Better training customer support agents in the technical aspects of the software']",3
train_4104,It is popularly believed that a poem has whatever meaning is assigned to it by the reader. But objective evaluation of poetry is possible only if this popular belief is false; for the aesthetic value of a poem cannot be discussed unless it is possible for at least two readers to agree on the correct interpretation of the poem.,Which one of the following is an assumption required by the argument?,"['Aesthetic evaluation of literature is best accomplished through discussion by more than two readers.', 'If two readers agree about the meaning of a given poem, that ensures that an objective evaluation of the poem can be made.', 'Discussion of a poem is possible only if it is false that a poem has whatever meaning is assigned to it by the reader.', ""A given poem can be objectively evaluated only if the poem's aesthetic value can be discussed.""]",3
train_4105,"Contrary to recent speculations, no hardware store will be opening in the shopping plaza. If somebody were going to open a store there, they would already have started publicizing it. But there has been no such publicity.",Which one of the following most accurately expresses the conclusion drawn in the argument?,"['A hardware store will not be opening in the shopping plaza.', 'Some people have surmised that a hardware store will be opening in the shopping plaza.', 'If somebody were going to open a hardware store in the shopping plaza, that person would already have started publicizing it.', 'It would be unwise to open a hardware store in the shopping plaza.']",0
train_4106,"Among a sample of diverse coins from an unfamiliar country, each face of any coin portrays one of four things: a judge' s head, an explorer' s head, a building, or a tree. By examining the coins, a collector determines that none of them have heads on both sides and that all coins in the sample with a judge' s head on one side have a tree on the other.","If the statements above are true, which one of the following must be true of the coins in the sample?","[""All those with an explorer's head on one side have a building on the other."", ""None of those with a tree on one side have an explorer's head on the other."", ""All those with a tree on one side have a judge's head on the other."", ""None of those with a building on one side have a judge's head on the other.""]",3
train_4107,"Randy: After Mega Cable Television Company refused to carry the competing Azco News Service alongside its own news channels, the mayor used her influence to get Azco time on a community channel, demonstrating her concern for keeping a diversity of news programming in the city. Marion: The mayor' s action is fully explained by cruder motives: she' s rewarding Azco' s owner, a political supporter of hers.","Of the following, which one, if true, is the logically strongest counter Randy can make to Marion's objection?","[""The mayor also used her influence to get time on a community channel for another news service, whose owner supported the mayor's opponent in the last election."", ""The many people whose jobs depend on Azco's continued presence on a community channel are a potential source of political support for the mayor."", ""Azco's news coverage of the mayor has never been judged to be biased by an impartial, independent organization."", 'The owner of Azco supported the mayor simply because he liked her political agenda, and not for any expected reward.']",0
train_4108,"Investors: Your company is responsible for discovering fraudulent bookkeeping practices of your accountants. You were given access to investment funds to hire six auditors to examine the books, but you hired only four auditors. We must conclude that your company purposely hired only the limited number of auditors in an effort to avoid the full extent of the fraudulent bookkeeping practices from being exposed. Company president: Our company tried to hire six auditors, but the stringent hiring requirements set by the investors were so strict that it was impossible to find two more qualified auditors.",The company president responds to the investors' accusation by,"[""proving that the investors' comments are self-contradictory"", 'rewording the investors conclusion to make it more favorable to the company president', 'highlighting a relevant fact that challenges the conclusion drawn by the investors', 'accusing the investors of attempting to conceal the fraudulent bookkeeping practices']",2
train_4109,"Advertising by mail has become much less effective, with fewer consumers responding. Because consumers are increasingly overwhelmed by the sheer amount of junk mail they receive, most discard almost all offers without considering them. Thus, an effective way for corporations to improve response rates would be to more carefully target the individuals to whom they mail advertising, thereby cutting down on the amount of junk mail each consumer receives.","Which of the following, if true, would most support this recommendation?","['Response rates to carefully targeted advertisements by mail are considerably higher, on average, than response rates to most other forms of advertising.', 'Improvements in the quality of the advertising materials used in mail that is carefully targeted to individuals can improve the response rate for such mail.', 'There are cost-effective means by which corporations that currently advertise by mail could improve response rates.', 'Many successful corporations are already carefully targeting the individuals to whom they mail advertising.']",0
train_4110,"Even though most universities retain the royalties from faculty members' inventions, the faculty members retain the royalties from books and articles they write. Ttherefore, faculty members should retain the royalties from the educational computer software they develop.",The conclusion above would be more reasonably drawn if which of the following were inserted into the argument as an additional premise?,"['In terms of the criteria used to award royalties, educational software programs are more nearly comparable to books and articles than to inventions.', 'Faculty members are more likely to produce educational software programs than inventions.', 'Royalties from inventions are higher than royalties from educational software programs.', 'In the experience of most universities, educational software programs are more marketable than are books and articles.']",0
train_4111,"On the surface, Melville' s Billy Budd is a simple story with a simple theme. However, if one views the novel as a religious allegory, then it assumes a richness and profundity that place it among the great novels of the nineteenth century. However, the central question remains: Did Melville intend an allegorical reading? Since there is no textual or historical evidence that he did, we should be content with reading Billy Budd as a simple tragedy.",Which one of the following most accurately expresses the principle underlying the argument?,"[""Without relevant evidence as to a novel's intended reading, one should avoid viewing the work allegorically."", 'Given a choice between an allegorical and a nonallegorical reading of a novel, one should choose the latter.', ""The only relevant evidence in deciding in which genre to place a novel is the author's stated intention."", 'In deciding between rival readings of a novel, one should choose the one that is most favorable to the work.']",0
train_4112,"Older United States automobiles have been identified as contributing disproportionately to global air pollution. The requirement in many jurisdictions that automobiles pass emission-control inspections has had the effect of taking many such automobiles out of service in the United States, as they fail inspection and their owners opt to buy newer automobiles. Thus the burden of pollution such older United States automobiles contribute to the global atmosphere will be gradually reduced over the next decade.","Which one of the following, if true, most seriously weakens the argument?","['There is a thriving market for used older United States automobiles that are exported to regions that have no emission-control regulations.', 'When automobiles that are now new become older, they will, because of a design change, cause less air pollution than older automobiles do now.', 'Even if all the older automobiles in the United States were retired from service, air pollution from United States automobiles could still increase if the total number of automobiles in use should increase significantly.', 'It is impossible to separate the air of one country or jurisdiction from that of others, since air currents circle the globe.']",0
train_4113,"Farmer: Worldwide, just three grain crops-rice, wheat, and corn-account for most human caloric intake. To maintain this level of caloric intake and also keep pace with global population growth, yields per acre from each of these crops will have to increase at least 1. 5 percent every year, given that the supply of cultivated land is diminishing. Ttherefore, the government should increase funding for research into new ways to improve yields",Which of the following is an assumption on which the farmers argument depends?,"['Increasing the yields per acre of rice, wheat, and corn is more important than increasing the yields per acre of other crops', 'Increasing government funding for research into new ways to improve the yields per acre of rice, wheat, and corn crops would help to increase total worldwide annual production of food from these crops', 'Current levels of funding for research into ways of improving grain crop yields per acre have enabled grain crop yields per acre to increase by more than 1. 5 percent per year worldwide', 'It is solely the governments responsibility to ensure that the amount of rice wheat, and corn produced worldwide keeps pace with global population growth']",1
train_4114,"After a long period of decreased sales, many companies lay off employees or even shut down completely. Out of a sense of camaraderie, employees who are laid off are less likely to buy products from other companies that have laid off their workers. The result is a continuing decrease in sales for struggling companies. Recovery from a long period of decreased sales is defined by an increase in sales and profits and an expansion of the company that creates a need for more employees. But companies who have had to lay off employees due to a long period of decreased sales are not confident in their ability to expand successfully and, ttherefore, are hesitant to hire new employees.","The statements above, if true, provide the most support for which one of the following conclusions?","['Sometimes recovery from a long period of decreased sales does not immediately result in an increased number of employees at a company.', 'Periods of decreased sales are usually caused by a lack of camaraderie between workers.', 'Employees of businesses that close after a long period of decreased sales make up the majority of the unemployed population.', 'Investor intervention is required in order for a company to recover from a long period of decreased sales.']",0
train_4115,"Birds have been said to be descended from certain birdlike dinosaur species with which they share distinctive structural features. The fossil record, however, shows that this cannot be so, since there are bird fossils much older than the earliest birdlike dinosaur fossils that have been found.",Which of the following is an assumption on which the argument relies?,"['The birdlike dinosaurs have no descendants.', 'Birds cannot have been descended from dinosaur species with which the birds do not share the distinctive structural features.', 'There are no birdlike dinosaur fossils that are older than the bird fossils but have not yet been unearthed.', 'It could not have been the case that some birds were descendant from one of the bird like dinosaur species and other birds from another.']",2
train_4116,"Although inflated government spending for weapons research encourages waste at weapons research laboratories, weapons production plants must be viewed as equally wasteful of taxpayer dollars. After all, by the government' s own admission, the weapons plant it plans to reopen will violate at least 69 environmental, health, and safety laws. The government has decided to reopen the plant and exempt it from compliance, even though the weapons to be produced there could be produced at the same cost at a safer facility.",The reasoning in the argument is most vulnerable to criticism on which one of the following grounds?,"['It concedes a point regarding weapons research laboratories that undermines its conclusion about weapons production plants.', 'It fails to establish that research laboratories and weapons production plants are similar enough to be meaningfully compared.', 'It offers no evidence that the ""safer"" alternative production site actually complies with any of the laws mentioned.', 'It relies on evidence that does not directly address the issue of wasteful spending.']",3
train_4117,"Utrania was formerly a major petroleum exporter, but in recent decades economic stagnation and restrictive regulations inhibited investment in new oil fields. In consequence, Utranian oil exports dropped steadily as old fields became depleted. Utrania' s currently improving economic situation, together with less-restrictive regulations, will undoubtedly result in the rapid development of new fields. However, it would be premature to conclude that the rapid development of new fields will result in higher oil exports, because __.",Which of the following most logically completes the argument?,"['new technology is available to recover oil from old oil fields formerly regarded as depleted', 'the improvement in the economic situation in Utrania is expected to result in a dramatic increase in the proportion of Utranians who own automobiles', 'the price of oil is expected to remain relatively stable over the next several years', 'most of the investment in new oil fields in Utrania is expected to come from foreign sources']",1
train_4118,"Travel industry consultant: Several airlines are increasing elbow room and leg room in business class, because surveys show that business travelers value additional space more than, say, better meals. But airlines are overconcerned about the comfort of passengers flying on business; they should instead focus on the comfort of leisure travelers, because those travelers purchase 80 percent of all airline tickets.","Which one of the following, if true, most weakens the reasoning in the travel industry consultant's argument?","['Some airlines have indicated that they will undertake alterations in seating space throughout the entire passenger area of their planes in the near future.', 'Business travelers often make travel decisions based on whether they feel a given airline values their business.', 'Sleeping in comfort during long flights is not the primary concern of leisure travelers.', ""A far greater proportion of an airline's revenues is derived from business travelers than from leisure travelers.""]",3
train_4119,"Jay: The development of a plain writing style in seventeenth-century England was mainly due to an increase in the literacy rate. To reach moderately educated readers, writers simplified their style. Chandra: No, the pivotal factor was the increasing interest in science among the most highly educated people; a complex, artificial style, however beautiful, interfered with the presentation of scientific facts.",Jay's and Chandra's comments indicate that they disagree about,"['what was the primary cause of the development of a plain writing style in seventeenth-century England', 'whether there was an increase in the percentage of people who were able to read in England during the seventeenth century', 'the extent of the changes in writing style that took place in seventeenth-century England', 'whether the quality of written works in seventeenth-century England increased or decreased as a result of the development of a plain writing style']",0
train_4120,"The Common Loon is a migratory bird that winters in warmer regions and returns to its breeding lakes in the spring. Typically, only one pair of loons occupies a single lake. Breeding pairs in search of breeding territory either occupy a vacant lake or take over an already occupied one. Surprisingly, almost half the time, returning loons choose to intrude on a territory already occupied by another pair of loons and attempt to oust its residents. This happens even when there are vacant lakes nearby that are perfectly suitable breeding territories.","Which one of the following, if true, most helps to explain the surprising behavior described above?","['Loons that intrude on an occupied breeding territory are successful in ousting its residents about half the time.', 'Loons frequently determine that a lake is a suitable breeding territory by observing the presence of a breeding pair there.', 'Contests for occupied breeding territory may be initiated either by male loons or by female loons.', 'Lakes that are perfectly suitable for loon breeding have fish for food, a site for a nest, and a sheltered area to rear chicks.']",1
train_4121,"Dietician: ""The French Paradox"" refers to the unusual concurrence in the population of France of a low incidence of heart disease and a diet high in fat. The most likely explanation is that the French consume a high quantity of red wine, which mitigates the ill effects of the fat they eat. So North Americans, with nearly the highest rate of heart disease in the world, should take a cue from the French: if you want to be healthier without cutting fat intake, drink more red wine.","Which one of the following statements, if true, most seriously undermines the conclusion of the dietician's argument?","['A greater intake of red wine among North Americans would likely lead to a higher incidence of liver problems and other illnesses.', 'Many other regions have much lower rates of heart disease than France, though their populations consume even less red wine than do North Americans.', 'French men consume as much red wine as French women do, yet French men have a higher rate of heart disease than do French women.', 'All evidence suggests that the healthiest way to decrease the chance of heart disease is to exercise and keep a diet low in fat.']",0
train_4122,"Red algae contains the pigment phycoerythrin. Phycoerythrin reflects red light and absorbs blue light. As blue light has the ability to penetrate water to great depths, phycoerythrin allows red algae to absorb the light needed to produce the fuel essential to their survival. Because of their need for light, red algae cannot survive in waters where the surface is covered with other plant life or debris. 300 years ago, Japanese cultures began cultivating red algae for food.","The statements above, if true, most strongly support which of the following claims?","['Red algae was not cultivated in Japan until 300 years ago.', '300 years ago, the Japanese had access to water with at least partially clear surfaces.', 'No light has the ability to penetrate to greater depths than blue light.', 'Surface water has increasingly become cluttered with debris and plant life since the Japanese began cultivating red algae 300 years ago.']",1
train_4123,"Can any research be found to validate the contention that those who spend time plucking out their gray hairs have more negative attitudes toward the elderly than those who shrug their shoulders about their gray hairs? Unless a person' s psychopathology leads him or her to overgeneralize, there is no necessary connection. Certainly it is reasonable to like the elderly yet dislike the idea of impaired eyesight and hearing. Furthermore, holding negative attitudes toward older people merely because they are old is immoral, according to nearly universally accepted ethical standards. But there is nothing immoral about disliking some concomitants of the aging process.",Which one of the following best expresses the main point of the passage?,"['Being elderly is fine, but the process of becoming elderly is not; and people need to understand the distinction between the two.', 'To dislike the elderly is immoral, and to do so just because one dislikes some of the physical concomitants of growing old is unreasonable.', 'It cannot be assumed that people who dislike some of the physical concomitants of growing old necessarily have negative feelings toward the elderly.', 'Since no one likes the physical concomitants of growing old, it is wrong to dislike the elderly merely because of their physical characteristics.']",2
train_4124,"Certain groups of Asian snails include both ""left-handed"" and ""right-handed"" species, with shells coiling to the left and right, respectively. Some left-handed species have evolved from right-handed ones. Also, researchers found that snaileating snakes in the same habitat have asymmetrical jaws, allowing them to grasp right-handed snail shells more easily. If these snakes ate more right-handed snails over time, this would have given left-handed snails an evolutionary advantage over right-handed snails, with the left handed snails eventually becoming a new species. Thus, the snakes' asymmetrical jaws probably helped drive the emergence of the left-handed snail species.","Which of the following would, if true, most strengthen the argument that asymmetrical snake jaws helped drive left-handed snail evolution?","['Anatomical differences prevent left-handed snails from mating easily with right-handed snails.', 'Some right-handed snails in this habitat have shells with a very narrow opening that helps prevent snakes from extracting the snails from inside their shells.', 'In one snake species, the snakes with asymmetrical jaws eat snails, while the snakes with symmetrical jaws do not eat snails.', 'Experiments show that the snail-eating snakes in this habitat fail more often in trying to eat left-handed snails than in trying to eat right-handed snails.']",3
